Voltage_measured,Current_measured,Temperature_measured,Capacity,cycle
3.556946061827572,-1.990533350635129,32.14277785992152,2.035337591005598,1
3.56147580138708,-1.9902775421457088,32.29307515705474,2.0251402460314116,2
3.5667524696413215,-1.9899467848963859,32.24414709253608,2.013326371345464,3
3.5687953371516272,-1.9896009282099438,32.14711742429942,2.0132846655407413,4
3.563970503289941,-1.9895483606575701,32.06687277315468,2.000528337624771,5
3.5735512387791406,-1.9901040351037365,32.03447836207717,2.0138990759931645,6
3.571139134378589,-1.9900886222380374,32.11157496697371,2.013101105626967,7
3.5681507462163036,-1.9891170520197212,32.112576242471775,1.9687898262728398,8
3.5692834155812436,-1.9892116643905464,32.03566207329278,1.9681661764334244,9
3.563388513484579,-1.989191243247005,31.99527968872302,1.9572307917560536,10
3.566658719765511,-1.9891317699701738,31.874127571841353,1.9455991514129352,11
3.5687035970122842,-1.9887805507702205,32.120959708576166,1.9347505044841131,12
3.569207084156356,-1.9887320866401275,32.11021168908644,1.9232799539368028,13
3.5659271296109383,-1.9887200290368634,31.989061278918154,1.911889930948487,14
3.5612417270649486,-1.9887874042287874,31.878814448635442,1.9010667141979305,15
3.557881987836072,-1.9885910895930397,31.767450711024402,1.8891989948061458,16
3.56282437243777,-1.9884892463229662,31.78991634963658,1.878278372248849,17
3.5591953280168633,-1.9883474274444874,31.82883467218067,1.8675697161520206,18
3.5580906165580983,-1.9774549866256104,31.890449470827843,1.8675892574453767,19
3.565899462157853,-1.9892347833261184,31.51177053595285,1.979626548250818,20
3.570814209348872,-1.9890474874073771,31.874488497680712,1.9575499080884022,21
3.5666817833633124,-1.988682950523383,31.53911453638972,1.9458150170787551,22
3.5668392745025836,-1.9885447318884861,31.220866832188786,1.9242461121680094,23
3.5710519693928755,-1.9885639445355097,31.119005145018026,1.9459811331421641,24
3.5666308474029793,-1.9880563928902786,31.033244078156734,1.901407930553079,25
3.5527392240854914,-1.9772969675547487,31.001249222460967,1.878674213680085,26
3.5560959755046615,-1.9771693646864965,30.92143474404136,1.8683061328264219,27
3.5504500858303394,-1.9660385076397233,30.929360248207214,1.8560244070082998,28
3.546007083640312,-1.9445990482746272,31.00810965793079,1.8451997961855777,29
3.554257954720065,-1.9769156942357176,30.96779499306422,1.857228890885317,30
3.555857469677978,-1.9997552547832569,31.10097217303459,1.9247760889090635,31
3.5537306734803207,-1.9884344406296768,31.307368922041046,1.8822317526092551,32
3.5452650003621513,-1.977131099996694,31.131339987164562,1.855276687885587,33
3.538408778928339,-1.965705768920947,30.828713779105055,1.8392508917181876,34
3.5297688311332673,-1.9542494702422435,30.761533072057244,1.8185396073994429,35
3.5300676840423306,-1.9490605727432448,31.303056929415803,1.8134770059567056,36
3.5248882875629555,-1.9373547119632697,31.06432144678013,1.7971018450305436,37
3.5190926887152725,-1.9312604088713479,30.96654665282149,1.7810046294120476,38
3.5151810230271,-1.925413982519257,30.826455697992966,1.7710130422682329,39
3.514029112834162,-1.9198444871883995,31.080769482413952,1.7604712448170943,40
3.514139684003936,-1.9087331589392134,31.69428781742534,1.7502913788006587,41
3.509578354212467,-1.90276801874341,31.875581783696685,1.7394925037732578,42
3.5110708693292705,-1.9093247566511207,31.543288143901563,1.7546766553637203,43
3.5159179315855056,-1.930637216793332,31.420983409991024,1.7659390941842175,44
3.50585340727078,-1.907114151507875,31.15837149963786,1.7337887419624838,45
3.5010379345914444,-1.8953541357988335,31.156614216998822,1.713325912040734,46
3.4974076626364967,-1.8892713805954209,31.206611383963256,1.7024077813673466,47
3.5388872766749144,-1.9819359924929794,33.61169282822636,1.82371946178183,48
3.5327430295356828,-1.9653277079992455,32.85630077141311,1.8081284050314708,49
3.521214759733266,-1.9470636598230844,32.210981559158874,1.7757610945034283,50
3.5093111439506677,-1.9241628426386395,31.965090081650274,1.7447409841836798,51
3.50716091973708,-1.9124470439353745,31.744801840189538,1.729207034132373,52
3.500928918686389,-1.8950209973545986,31.876564068962466,1.7081086552553244,53
3.4973019898820894,-1.8837082435178907,32.24289319481841,1.6975954237461768,54
3.4929038301187156,-1.871665199438006,32.07305565938816,1.6820634524029463,55
3.4886592248223183,-1.8654809345089407,32.030140929891196,1.6714768322295086,56
3.4822930804774015,-1.8592903578575999,31.984935871368258,1.6607591387047655,57
3.477575664197982,-1.848156298789804,32.23677365476226,1.651121015038069,58
3.4787436506489255,-1.8415742473538441,32.56097148037261,1.6401349256190927,59
3.4740152461288862,-1.8297533943331723,32.48984985901219,1.6291999416165441,60
3.4718387718772696,-1.8170860697729954,32.42612199208859,1.6088496302961666,61
3.463180130644551,-1.8111560774496664,32.29984271249387,1.6035244898969248,62
3.463469391967206,-1.8113056300795982,32.610757585145336,1.5989712144027983,63
3.46021805164007,-1.803802475704306,32.25699351958767,1.5876273123575604,64
3.462574876665621,-1.7982439953659044,32.47193402838835,1.5829719744686166,65
3.4537077937586056,-1.7857963808615818,32.40219271195366,1.567137636713563,66
3.4514035349888337,-1.7850748194527644,32.30987415652578,1.5613446139713882,67
3.450781146333252,-1.7785916660457872,32.35440526839345,1.5511711892790419,68
3.446105572450592,-1.7727874712030285,32.4731363791227,1.5406741606295171,69
3.4418152533277135,-1.7601807681971697,32.52334649341759,1.5253138744624433,70
3.445008015985666,-1.7653027883569699,32.518264823491045,1.5301570318067428,71
3.441164687975023,-1.7593486488770236,32.5437072434024,1.5246566834474087,72
3.443620591429828,-1.7526167898737661,32.56222309600736,1.5145492986655427,73
3.439943269617906,-1.7516949849801622,32.58978020040808,1.509391504602082,74
3.43602719305159,-1.7510429704034998,32.57089563557426,1.5039974333050705,75
3.436309312279291,-1.7388746112390865,32.537854347094196,1.4935201918040188,76
3.430470227771154,-1.738622547139575,32.656450905205084,1.4876323024497422,77
