Voltage_measured,Current_measured,Temperature_measured,Capacity,cycle
3.5298286688693397,-1.8187019641679727,32.572328114029,1.8564874208181574,1
3.5373201277859714,-1.8175598506612867,32.72523522519307,1.846327249719927,2
3.5437367282719,-1.8164865418840956,32.64286193755933,1.8353491942234077,3
3.5436661072601456,-1.8255891938692528,32.51487646204882,1.8352625275821128,4
3.5423432526672167,-1.8261139590277584,32.38234901543077,1.8346455082120419,5
3.5413347346347575,-1.8168108743168805,32.43418218230641,1.8356616600675495,6
3.5410250495075215,-1.816791144707133,32.480416444757985,1.8351461429226603,7
3.554133296801584,-1.8443412120754061,32.41046186109587,1.8257567905665537,8
3.5529355991467955,-1.853972745505648,32.3461408313,1.8247738529891333,9
3.5512057319376997,-1.853589933851096,32.27679750791685,1.824613268496936,10
3.549292319740949,-1.863380178294828,32.15709350345252,1.8246195526864504,11
3.559759220648976,-1.8729688102878943,32.36407129853099,1.8142019357673917,12
3.558081969139198,-1.8826095043160835,32.3181954403762,1.8137521577549054,13
3.555692244172496,-1.8825367876363654,32.15709029211502,1.8134404914735822,14
3.562746818017503,-1.8817935155260215,32.044070003146096,1.8025980036306504,15
3.5614521756489204,-1.8921861285036712,31.931593674911532,1.80210690024615,16
3.5603420474985823,-1.9027629207037406,31.941655359029298,1.802579500826209,17
3.5591189041401865,-1.9133470605822436,31.965008645476725,1.8030683142834096,18
3.557886771846508,-1.9131602105481538,31.966241678512723,1.8027776247196041,19
3.5520375235511907,-1.8553455745575975,32.37143341978575,1.8470259949329193,20
3.5525668436897124,-1.8746995273150975,32.70024990461686,1.847417311283644,21
3.5567940383270398,-1.8738272127883846,32.32266411829938,1.8361774213478947,22
3.5614100044534203,-1.883193546754683,31.98795810666763,1.8257807475776242,23
3.5566107947817986,-1.873239184822504,31.894456524691385,1.8251136435078368,24
3.5586742170266272,-1.9139593751505897,31.78039681801023,1.8255815042203762,25
3.564103182686904,-1.9030532722310995,31.688747146342205,1.8140311275083907,26
3.559588063594272,-1.9134590742247914,31.596747992569153,1.8147691941158939,27
3.556833231052199,-1.9136209099025532,31.565586498787077,1.813969388710352,28
3.5624410850948944,-1.9025819745719061,31.59124667045208,1.802765665167823,29
3.5591407106855666,-1.9130621638638965,31.603485399391182,1.804077040117352,30
3.5573161327793144,-1.920618117118412,31.91556385491565,1.8518025516704486,31
3.561870782772737,-1.9298830859597569,32.081128118597164,1.8307038456739428,32
3.5617586337260088,-1.9293005284805407,31.849792632896243,1.8199041089501267,33
3.5597307651083123,-1.923330987770314,31.465690433362017,1.8093079637028517,34
3.5575937553540915,-1.9284469980320087,31.409348956650316,1.80460990458052,35
3.5597237883937995,-1.9231439161693824,31.902247475518077,1.7993770651972192,36
3.559061771422033,-1.9170149640438081,31.649024294808623,1.7884432335370462,37
3.557015527748059,-1.922048805055383,31.48874626238971,1.7829230484252723,38
3.5562481933590964,-1.9162302821549881,31.329995610092634,1.7730337158018288,39
3.5532756526091784,-1.9220800182578983,31.569551201845574,1.773037755078937,40
3.556266431640255,-1.9162417890311958,32.111426258867944,1.7678721106662054,41
3.5563095420140822,-1.9158809823517762,32.271676011112376,1.7623150704093087,42
3.558950851054106,-1.9114406265753041,31.842291659678658,1.7676172924938447,43
3.5534418211598053,-1.9158166997544155,31.759815453754253,1.762668359743147,44
3.5510121537420285,-1.9151304155635374,31.41911167391793,1.7517304870664143,45
3.551317608213949,-1.9148485784393638,31.331626572312267,1.7418496047960008,46
3.549003180550162,-1.9144128654409127,31.35934131425137,1.7360913511847138,47
3.5597648340955175,-1.9388813849818083,34.31088483888259,1.7936240148573608,48
3.5623454342368555,-1.927509725704535,33.43585640373787,1.7831890223273275,49
3.558336657621618,-1.9267185977839403,32.66698125020078,1.7673642076278957,50
3.5540131386228695,-1.9261308349663746,32.28423408691397,1.7570177850353066,51
3.552376095886298,-1.9202346781375206,32.00739178780946,1.7468706179837907,52
3.549618661283733,-1.9201011498853633,32.06387071886056,1.7417172507457144,53
3.54938103086703,-1.914427810545647,32.43754560319043,1.7364225056478186,54
3.5472118680418956,-1.9083407065035893,32.16809876635083,1.7263217239235826,55
3.5467052098640246,-1.902207182631691,32.05752645824972,1.7158065389330133,56
3.544629653883431,-1.9020484449938708,31.97592092807272,1.710533351135192,57
3.5436291614253204,-1.8964907679062355,32.21689335291319,1.706014499648521,58
3.5444946147995258,-1.895971437908019,32.55632993697177,1.7003110272642588,59
3.5409201846556857,-1.8899648799839277,32.40048085325998,1.6945798601797895,60
3.541195668799061,-1.8893703824420507,32.29371860868794,1.6849029086609286,61
3.540671044783382,-1.8776883243431417,32.136071448067796,1.6744741591159717,62
3.5376048790268775,-1.8831065986697755,32.382685497234974,1.6745692479879102,63
3.538422485261741,-1.876359921441716,32.30899951427638,1.663716375981405,64
3.53928626988912,-1.8709550260104437,32.56636929496717,1.659013868748246,65
3.533690170241391,-1.8705599868289542,32.46542951751835,1.6538540573335014,66
3.534367734544495,-1.8640049795794804,32.347056454418095,1.642653782130131,67
3.5312941932103548,-1.8636932149873204,32.37153894064616,1.6378578430223698,68
3.5309134771684274,-1.857820396301907,32.45549347979197,1.6327350407099108,69
3.5287226893409893,-1.8572160981955346,32.50017194695606,1.6277528915533617,70
3.52625493581969,-1.8568340008006832,32.50100298369444,1.622125485521159,71
3.5286843243370045,-1.8448886500218815,32.4728927422438,1.6113256603765849,72
3.525556939424901,-1.8444180038305806,32.50480154634882,1.6065631397488385,73
3.5226805646793737,-1.8438790389835118,32.51218336210202,1.6015142233917594,74
3.5246734587890085,-1.83711254029409,32.45692821941515,1.590369231400328,75
3.5213155754526824,-1.8315957075983758,32.447059186431154,1.5857889968242211,76
3.51803386486462,-1.8311195242792309,32.32889654966259,1.5849430707374117,77
3.5236841955396794,-1.8432799764914718,32.84488475360107,1.5955263892495937,78
3.519146638240668,-1.829798505957538,32.31731555011648,1.5747301747801037,79
3.516233648608237,-1.8236746835609148,32.06376130177751,1.5649019950937946,80
3.514773138461639,-1.8176720770210877,32.21997626855924,1.5597659473370362,81
3.5132992979150073,-1.8179238657973993,32.7120225448885,1.5594815668184234,82
3.514484830704665,-1.817160673909645,32.945022147355694,1.55468935359061,83
3.5109677353595243,-1.8110297241968543,32.857549597381336,1.5488741079890418,84
3.510935874957801,-1.8094435644526072,32.629663328789654,1.538236598942558,85
3.509393098217416,-1.8026537331443495,32.379859014262976,1.527914258251028,86
3.5066782411556563,-1.8031542757366412,32.68215852457039,1.5285252629756445,87
3.5109885623008092,-1.7965666438696486,32.99387423636739,1.522647325284378,88
3.510305462695178,-1.7959771394311954,33.045397072111655,1.5174859938489869,89
3.5222215314850214,-1.822916991757235,32.856295641052824,1.605818899130659,90
3.5163492154331264,-1.8294275689587538,33.33950238056361,1.5638491446744425,91
3.5134397623234963,-1.816317296828028,33.35156485472646,1.5480915247767786,92
3.515137522009075,-1.8033689952639713,33.147486361012966,1.5323755631868592,93
3.50830390643132,-1.802670753119494,33.007275861749356,1.5269528268489705,94
3.509190808443004,-1.7958941337499832,32.91990812745461,1.5169573017136326,95
3.5068097579555353,-1.795344963527795,32.99903328622305,1.5118975960142693,96
3.50609090727422,-1.7893518988259458,33.03772281691292,1.5065638960681105,97
3.5037157727265953,-1.7883879159763685,33.07740307192613,1.5015453526671363,98
3.5067479961367156,-1.7815447770741009,33.05467981523988,1.4908444050400238,99
3.5058813026542324,-1.7753115642966961,33.11570360624461,1.485868384561201,100
3.504168333530808,-1.7742377662318363,33.12942148982365,1.480413677976106,101
3.5030568931470634,-1.773860289771637,33.130681310493344,1.4752095869031632,102
3.4982324882487936,-1.7809702419814517,33.20069210329718,1.4859035988304024,103
3.5065859365661325,-1.7879098523188455,33.78697527817091,1.4960918298136696,104
3.501457140697961,-1.780229415660985,33.673365085761986,1.4808005946928984,105
3.5016583871628097,-1.7731015168894209,33.535818118317145,1.4697543268466824,106
3.4966186408455298,-1.7705879947441516,33.32269982188509,1.4539012274845928,107
3.4991645719433246,-1.7600629827474803,33.346230327490304,1.4541462067235693,108
3.496080777360074,-1.765575132998529,33.64948900485925,1.455023751906683,109
3.4959014526388,-1.7588271887545277,33.79269513542103,1.449042163761236,110
3.497586979902671,-1.7516428147438297,33.52446663707275,1.4386709371480566,111
3.4956989619989507,-1.7513097768253418,33.39042251934235,1.433445432156979,112
3.492875380810072,-1.7511840784846122,33.67370212742761,1.4333958900838095,113
3.49551076423368,-1.7446206812145286,33.91080564765892,1.42806487344776,114
3.4942333590450834,-1.7436362428649814,33.7850680599871,1.4229203181741186,115
3.491197414255986,-1.7425325036061037,33.61126807392732,1.417429032731308,116
3.488909408157623,-1.7419837011363046,33.45598581472246,1.412409228794446,117
3.487376295811431,-1.7421680980861822,33.723267448788484,1.412578792940193,118
3.491994243745711,-1.735841378420618,34.05007636985734,1.4075983731469897,119
3.491585878898649,-1.7567879869499758,33.889346908026745,1.4333920485221476,120
3.495576227046425,-1.7573176114092575,34.067648550088656,1.4382550176792908,121
3.4938988589692483,-1.742762839332656,33.75168100943646,1.4173547174485526,122
3.49159162968384,-1.7352637407600362,33.46482299584788,1.406981663677643,123
3.4885729299834787,-1.7344350518111926,33.40210697922146,1.4012037783587625,124
3.4869021151089825,-1.7280392046289716,33.410688917712235,1.3967008232726328,125
3.4855485210036417,-1.7326888725308258,33.38984948261314,1.391284788852726,126
3.4838912547260388,-1.7260735249920125,33.3700433438796,1.3862287677978349,127
3.483198941484065,-1.7195393742714093,33.27215987470977,1.3804366761974138,128
3.4836274447098883,-1.7185829844462919,33.222444215660225,1.3752364150256224,129
3.480172442538601,-1.717672415155695,33.26207748383125,1.3705128024895008,130
3.478452148610975,-1.7177080769362936,33.312029905516525,1.3705085566270399,131
